id,numero_item,descricao_item,grupo_itens,unidade_de_medida_de_estoque,ultimo_preco_avaliacao,ultimo_preco_compra,estoque_baixo,unidade_medida_estoque,data_registro
17102,MNG002069,TERMINAL REUSAVEL 90 PL 4MM MANGUEIRA LINCON 40203272,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17103,MNG002070,MANG MONTADA 640MM 100R2-6,28-MANGUEIRAS,,,95.0,,UNIDADE,2025-07-21 17:53:52.095246+00
17104,MNG002071,MANG MONTADA 2020MM 100R2-5,28-MANGUEIRAS,,,168.3,,UNIDADE,2025-07-21 17:53:52.095246+00
17105,MNG002072,MANG MONTADA 1100MM 100R2-8,28-MANGUEIRAS,,,130.0,,UNIDADE,2025-07-21 17:53:52.095246+00
17106,MNG002073,MAG MONTADA 400MM 100R2-4 TERM FJ4,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17107,MNG002074,MANGUEIRA MONTADA GH781-4 AEROQUIP X 400MM + CONEXOES AEROQUIP RETO + AEROQUIP 90 029885,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17108,MNG002075,MANGUEIRA MONTADA GH781-4 AEROQUIP X 600MM + CONEXOES AEROQUIP RETO + AEROQUIP 90 029886,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17109,MNG002076,MANGUEIRA MONTADA  GH781-12 AEROQUIP  X 950MM + CONEXOES AEROQUIP RETO 029887,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17110,MNG002077,MANGUEIRA MONTADA  GH781-6 AEROQUIP  X 1200MM + CONEXOES AEROQUIP RETO + AEROQUIP 45 029888,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17111,MNG002078,MANGUEIRA MONTADA EC600-20 AEROQUIP X 900 MM + CONEXOES AEROQUIP ORS + H100MM 029890,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17112,MNG002079,MANGUEIRA MONTADA GH781-6 AEROQUIP X 2900 MM + CONEXOES AERQOUIP RETO+ RETO 029891,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17113,MNG002080,MANGUEIRA MONTADA GH781-4 AEROQUIP X 2200 MM + CONEXOES AERQOUIP RETO + RETO + MOLA 029892,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17114,MNG002081,MANGUEIRA MONTADA GH781-12 AEROQUIP X 2700 MM + CONEXOES AEROQUIP RETO+ RETO + MOLA 029893,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17115,MNG002082,MANGUEIRA MONTADA GH781-12 AEROQUIP X 2500MM + CONEXOES AEROQUIP RETO+RETO+ MOLA 029906,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17116,MNG002083,MANGUEIRA MONTADA GH781-8 AEROQUIP X 3500 MM + CONEXOES AEROQUIP RETO+RETO + MOLA 029907,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17117,MNG002084,MANGUEIRA MONTADA GH781-4 AEROQUIP X 3600 MM + CONEXOES AEROQUIP RETO+RETO+ ADPTADOR AEROQUIP 029908,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17118,MNG002085,MANGUEIRA MONTADA EC600-20 AEROQUIP X 1700 MM + CONEXOES AEROQUIP RETO + ORS  029910,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17119,MNG002086,MANGUEIRA MONTADA EC600-20 AEROQUIP X 1700 MM + CONEXOES AEROQUIP RETO+ RETO 029909,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17120,MNG002087,(1) MANGUEIRA VALVULA VOLVO 22938292,28-MANGUEIRAS,,,383.83,,UNIDADE,2025-07-21 17:53:52.095246+00
17121,MNG002088,MANGUEIRA MONTADA EC600-20 AEROQUIP X 1700 MM + CONEXOES AEROQUIP RETO + ORS + MOLA 029912,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17122,MNG002089,MANGUEIRA MONTADA E600-20 AEROQUIP X 900MM + COXEOES AEROQUIP RETO + RETO + MOLA 029914,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17123,MNG002090,MANGUEIRA MONTADA EC600-20 AEROQUIP X 1300 MM + CONEXOES AEROQUIP ORS + 90 + MOLA 029915,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17124,MNG002091,MANGUEIRA MONTADA EC600-20 AEROQUIP X 1300 MM + CONEXOES AEROQUIP ORS + RETA 029916,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17125,MNG002092,MANGUEIRA MONTADA EC600-20 AEROQUIP X 1250 MM  + CONEXOES AEROQUIP RETA + RETA + MOLA 029919,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17126,MNG002093,MANGUEIRA MONTADA EC600-20 AEROQUIP  X 1250 MM + CONEXOES AEROQUIP RETA + ORS 029920,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17127,MNG002094,(1) MANGUEIRA VO20739101,28-MANGUEIRAS,,,82.79,,UNIDADE,2025-07-21 17:53:52.095246+00
17128,MNG002095,MANGUEIRA MONTADA GH681-24 AEROQUIP X 1700 MM + CONEXOES AEROQUIP RETA + RETA 029921,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17129,MNG002096,MANGUEIRA MONTADA EC600-16 AEROQUIP X 1400 MM + CONEXOES AEROQUIP RETA + ORS 029922,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17130,MNG002097,MANGUEIRA MONTADA GH781-4  AEROQUIP X 400 MM + CONEXOES AEROQUIP RETA + RETA 029923,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17131,MNG002098,MANGUEIRA MONTADA GH781-4 AEROQUIP X 900MM + CONEXOES AEROUIP 029924,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17132,MNG002099,(1) MANGUEIRA DA CUICA DIANTEIRA FMX500 VO22938288,28-MANGUEIRAS,,,737.01,,UNIDADE,2025-07-21 17:53:52.095246+00
17133,MNG002100,(1) MANGUEIRA COMPLETA FMX500 VO22938296,28-MANGUEIRAS,,,1195.945,,UNIDADE,2025-07-21 17:53:52.095246+00
17134,MNG002101,(1) COTOVELO VO992024,28-MANGUEIRAS,,,50.35,,UNIDADE,2025-07-21 17:53:52.095246+00
17135,MNG002102,MANGUEIRA MONTADA GH781-4 AEROQUIP X 900 MM + CONEXOES AEROQUIP + MOLA 029925,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17136,MNG002103,(1) COTOVELO 8MM VO992025,28-MANGUEIRAS,,,112.34,,UNIDADE,2025-07-21 17:53:52.095246+00
17137,MNG002104,MANGUEIRA MONTADA GH781-4 AEROQUIP X 400 MM +  CONEXOES AEROQUIP 029926,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17138,MNG002105,MANGUEIRA MONTADA GH781-4 AEROQUIP X 358 MM + CONEXOES AEROQUIP 029927,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17139,MNG002106,MANGUEIRA MONTADA GH781-4 AEROQUIP X 500 MM + CONEXOES AERQOUIP  029928,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17140,MNG002107,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1500 MM + CONEXOES AERQUIP  029929,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17141,MNG002108,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1100 MM + CONEXOES AEROQUIP 029930,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17142,MNG002109,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1600 MM + CONEXOES AEROQUIP  029931,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17143,MNG002110,MANGUEIRA MONTADA GH781-4 AEROQUIP X 200 MM + CONEXOES AEROQUIP  029932,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17144,MNG002111,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1100 MM + CONEXOES AEROQUIP  029933,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17145,MNG002112,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1000 MM + CONEXOES AEROQUIP 029934,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17146,MNG002113,MANGUEIRA MONTADA GH781-4 AEROQUIP  X 1300 MM + CONEXOES AEROQUIP 029935,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17147,MNG002114,TERMINAL HIDRAULICO FG45 11/16 SP FSP45-6-6,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17148,MNG002115,TERMINAL HIDRAULICO FG 11/16 SP FSP-6-6,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17149,MNG002116,HID TERMINAL FG RETO 9/16 SP X1/4 FSP 4-4,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17150,MNG002117,TERMINAL HIDRAULICO MACHO FGC 900 9/16 SP X 1/4 IMP,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17151,MNG002118,TERMINAL HIDRAULICO MACHO 1/4 NPT MN-4-4,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17152,MNG002119,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1000MM + CONEXOES AEROUIP + ADAPTADOR 029936,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17153,MNG002120,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1000 MM + CONEXOES AEROQUIP 029937,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17154,MNG002121,MANGOTE DE BORRACHA 55007231,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17155,MNG002122,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1250 MM + CONEXOES AEROQUIP 029938,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17156,MNG002123,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1100 MM + CONEXOES AEROQUIP 029950,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17157,MNG002124,MANGUEIRA MONTADA GH781-4 AEROQUIP X 900 MM + CONEXOES AEROQUIP 029951,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17158,MNG002125,MANGUEIRA MONTADA GH781-4 AEROQUIP X 900 MM + CONEXOES AEROQUIP + MOLA 029952,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17159,MNG002126,MANGUEIRA MONTADA GH781-6 AEROQUIP X 450 MM + CONEXOES AEROQUIP 029953,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17160,MNG002127,MANGUEIRA MONTADA GH781-6 AEROQUIP X 1300 MM + CONEXOES AEROQUIP 029954,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17161,MNG002128,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1300 MM +  CONEXOES AEROQUIP + MOLA 029955,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17162,MNG002129,MANGUEIRA MONTADA GH781-4  AERQOUIP X 750 MM + CONEXOES AEROQUIP,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17163,MNG002130,MANGUEIRA MONTADA GH781-4 AEROQUIP  X 850 MM + CONEXOES AEROQUIP 029957,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17164,MNG002131,MANGUEIRA MONTADA GH781-4 AEROQUIP X 2200 MM + CONEXOES AEROQUIP 029958,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17165,MNG002132,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1500 MM + CONEXOES AEROQUIP 029959,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17166,MNG002133,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1400 MM + CONEXOES AEROQUIP 029960,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17167,MNG002134,MANGUEIRA MONTADA GH781-4 AEROQUIP X 800 MM + CONEXOES AEROQUIP 029961,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17168,MNG002135,MANGUEIRA MONTADA GH781-4 AEROQUIP X 700 MM + CONEXOES AEROQUIP 029962,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17169,MNG002136,MANGUEIRA MONTADA GH781-6 AEROQUIP X 1800 MM + CONEXOES AEROQUIP 029963,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17170,MNG002137,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1200 MM + CONEXOES AEROQUIP  029964,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17171,MNG002138,MANGUEIRA MONTADA GH781-4 AEROQUIP X 500 MM + CONEXOES AEROQUIP  029965,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17172,MNG002139,MANGUEIRA MONTADA GH781-4 AEROQUIP X 400 MM + CONEXOES AEROQUIP 029966,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17173,MNG002140,MANGUEIRA MONTADA GH781-4 AEROQUIP X 300 MM + CONEXOES AEROQUIP 029967,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17174,MNG002141,MANGUEIRA MONTADA  GH781-4 AEROQUIP X 300 MM + CONEXOES AEROQUIP + ADAPTADOR 029968,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17175,MNG002142,MANGUIERA MONTADA GH781-4 AEROQUIP X 550 MM + CONEXOES AEROQUIP 029969,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17176,MNG002143,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1500 MM + CONEXOES AEROQUIP  029970,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17177,MNG002144,MANGUEIRA MONTADA GH781-4 AEROQUIP  X 550 MM + CONEXOES AEROQUIP 029975,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17178,MNG002145,MANGUEIRA MONTADA GH781-4 AEROQUIP X 600 MM + CONEXOES AEROQUIP 029976,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17179,MNG002146,MANGUEIRA MONTADA GH781-4 AEROQUIP X 400 MM + CONEXOES AEROQUIP 029977,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17180,MNG002147,MANGOTE COLETOR PRIMARIO BG01122454,28-MANGUEIRAS,,,3050.0,,UNIDADE,2025-07-21 17:53:52.095246+00
17181,MNG002148,MANGUEIRA MONTADA GH781-4 AEROQUIP X 550 MM + CONEXOES AEROQUIP 029978,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17182,MNG002149,MANG MONTADA GH781-4 AEROQUIP X 550 MM +  ADAPTADOR + CONEXOES AEROQUIP 029979,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17183,MNG002150,MANGUEIRA MONTADA GH781-4 AEROQUIP X 750 MM + CONEXOES AEROQUIP  029980,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17184,MNG002151,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1700 MM + CONEXOES AEROQUIP 029981,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17185,MNG002152,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1900 MM + CONEXOES AEROQUIP 029982,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17186,MNG002153,MANGUEIRA  MONTADA GH781-6 AEROQUIP X 3800 MM + CONEXOES AEROQUIP 029986,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17187,MNG002154,MANGUEIRA MONTADA GH781-6 AEROQUIP X 4200 MM + CONEXAO AEROQUIP 029987,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17188,MNG002155,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1200 MM + CONEXAO AEROQUIP 029988,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17189,MNG002156,MANGUEIRA MONATADA GH781-4 AEROQUIP X 1100 MM + CONEXOES AEROQUIP 029989,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17190,MNG002157,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1600 MM + CONEXOES AEROQUIP 029990,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17191,MNG002158,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1500 MM + CONEXOES AEROQUIP 029991,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17192,MNG002159,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1000 MM + CONEXOES AEROQUIP + ADAPTADOR  029992,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17193,MNG002160,MANGUEIRA MONTADA GH781-4 AEROQUIP X 1000 MM + CONEXOES AEROQUIP 029993,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17194,MNG002161,MANGUEIRA MONTADA GH781-4 AERQOUIP X 4700 MM + CONEXOES AEROQUIP 029994,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17195,MNG002162,MANGUEIRA MONTADA GH781-4 AEROQUIP X 4750 MM + CONEXOES AEROQUIP 029995,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17196,MNG002163,MANGUEIRA MONTADA GH781-4 AEROQUIP X 3600 MM + CONEXAO AEROQUIP 029996,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17197,MNG002164,MANGUEIRA MONTADA GH781-4 AEROQUIP X 3600 MM + CONEXAO AEROQUIP 029997,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17198,MNG002165,MANGUEIRA HIDRAULICA 1/4X2 TRS,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17199,MNG002166,CAPA HIDRAULICA 3/8 2 TRAMAS,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17200,MNG002167,CAPA HIDRAULICA 1/4 2TR R2,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17201,MNG002168,MANGUEIRA MONTADA GH781-4 AEROQUIP X 5100 MMM + CONEXAO AEROQUIP 029998,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17202,MNG002169,MANGUEIRA MONTADA GH781-4 AEROQUIP X 5100 MMM + CONEXAO AEROQUIP 029999,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17203,MNG002170,TERMINAL HIDRAULICO FEMEA 1/8 X4,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17204,MNG002171,TERMINAL HIDRAULICO MACHO 1/8 NPT MN-2-4,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17205,MNG002172,MANGUEIRA MONTADA GH781-4 AEROQUIP X 4200  MMM + CONEXAO AEROQUIP 030000,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17206,MNG002173,MANGUEIRA MONTADA GH781-4 AEROQUIP X 4200  MMM + CONEXAO AEROQUIP 030001,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17207,MNG002174,MANGUEIRA MONTADA GH781-4 AEROQUIP X 4200 MMM + CONEXAO AEROQUIP 030002,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17208,MNG002175,MANGUEIRA MONTADA GH781-4 AEROQUIP X 4200  MMM + CONEXAO AEROQUIP 030003,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17209,MNG002176,MANGUEIRA MONTADA GH781-4 AEROQUIP X 4400  MMM + CONEXAO AEROQUIP 030004,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17210,MNG002177,MANGUEIRA MONTADA GH781-4 AEROQUIP X 4400  MMM + CONEXAO AEROQUIP 030005,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17211,MNG002178,MANGUEIRA MONTADA GH781-4 AEROQUIP X 4400  MMM + CONEXAO AEROQUIP 030006,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17212,MNG002179,MANGUEIRA MONTADA GH781-4 AEROQUIP X 4400  MMM + CONEXAO AEROQUIP 029911,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17213,MNG002180,MANGUEIRA MONTADA EC600-20 AEROQUIP X 1700 MM + CONEXOES AEROQUIP RETO + ORS 029913,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17214,MNG002181,"METAL FLANGE CURVA 90 47,8X1.1/4PR 6T",28-MANGUEIRAS,,,673.56,,UNIDADE,2025-07-21 17:53:52.095246+00
17215,MNG002182,(1) METAL FLANGE CURVA 90 54MMX10MMX1.1/4,28-MANGUEIRAS,,,389.36,,UNIDADE,2025-07-21 17:53:52.095246+00
17216,MNG002183,MANGUEIRA MONTADA 1460MM 4SH16 COM TERM PRENS RETO X RETO -16,28-MANGUEIRAS,,,349.0,,UNIDADE,2025-07-21 17:53:52.095246+00
17217,MNG002184,MANGUEIRA MONTADA 2120MM 1/2 GAA COM TERM PRESS -08,28-MANGUEIRAS,,,169.9,,UNIDADE,2025-07-21 17:53:52.095246+00
17218,MNG002185,MANGUEIRA MONTADA GH781-4  AERQOUIP X 750 MM + CONEXOES AEROQUIP 029956,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17219,MNG002186,MANGUEIRA MONTADA GH781-4 AEROQUIP X 4400  MMM + CONEXAO AEROQUIP  030007,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17220,MNG002187,MANGUEIRA MONTADA SAE R4-32 X 910 MM + TERMINAIS AEROQUIP 030078,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17221,MNG002188,MANGUEIRA MONTADA GH681-16 X 800 MM + TERMINAIS AEROQUIP  030080,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17222,MNG002189,MANGUEIRA MONTADA GH781-8 X 470 MMM + TERMINAIS AEROQUIP 030081,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17223,MNG002190,MANGUEIRA MONTADA GH681-12 X 500 MM + TERMINAIS AEROQUIP 030082,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17224,MNG002191,MANGUEIRA MONTADA GH681-12 X 400 MM + TERMINAIS AEROQUIP 030083,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17225,MNG002192,MANGUEIRA MONTADA GH681-12 X 580 MM + TERMINAIS AEROQUIP 030084,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17226,MNG002193,MANGUEIRA MONTADA GH681-8 X 700 MM + TERMINAIS AEROQUIP  030085,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17227,MNG002194,MANGUEIRA MONTADA GH194-10 X 760 MM + TERMINAIS AEROQUIP 030086,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17228,MNG002195,(1) MANGUEIRA DA BOMBA DE RETORNO BASCULAMENTO DA CABINE 22094901,28-MANGUEIRAS,,,305.22,,UNIDADE,2025-07-21 17:53:52.095246+00
17229,MNG002196,MANGUERIA MONTADA FC619-12 X 850 MM + TERMINAIS AEROQUIP 030087,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17230,MNG002197,MANGUERIA MONTADA GH781-4 X 340 MM + TERMINAIS AEROQUIP 030088,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17231,MNG002198,MANGUEIRA MONTADA GH681-4 X 1300 MM + TERMINAIS AEROQUIP 030090,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17232,MNG002199,MANGUEIRA MONTADA GH194-16 X 1680 MM + TERMINAIS AEROQUIP 030091,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17233,MNG002200,MANGUEIRA MONTADA GH493-12 X 1300 MM + TERMINAIS AEROQUIP 030092,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17234,MNG002201,(1) MANGUEIRA (ESGUICHO  DE AGUA PARABRISAS) VO84045314,28-MANGUEIRAS,,,260.48,,UNIDADE,2025-07-21 17:53:52.095246+00
17235,MNG002202,MANGUEIRA DE COMBUSTIVEL STIHL 0712.923.8004,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17236,MNG002203,MANGUEIRA DO CILINDRO DA LAMINA 3908021,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17237,MNG002204,MANGUEIRA COMPLETA VOLVO 936657,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17238,MNG002205,MANGUEIRA COMPLETA VOLVO 938316,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17239,MNG002206,MANGUEIRA MONTADA GH781-16 X 3100,28-MANGUEIRAS,,,1154.16,,UNIDADE,2025-07-21 17:53:52.095246+00
17240,MNG002207,MANGUEIRA MONTADA MAT-255041 EC600-16 X 3200,28-MANGUEIRAS,,,1345.77,,UNIDADE,2025-07-21 17:53:52.095246+00
17241,MNG002208,UNIAO EMENDA 16MM,28-MANGUEIRAS,,,104.46,,UNIDADE,2025-07-21 17:53:52.095246+00
17242,MNG002209,MANGOTE PRIMARIO 55070883,28-MANGUEIRAS,,,2459.16,,UNIDADE,2025-07-21 17:53:52.095246+00
17243,MNG002210,(1) MANGUEIRA DE COMBUSTIVEL STIHL 0712.923.8004,28-MANGUEIRAS,,,,,METRO,2025-07-21 17:53:52.095246+00
17244,MNG002211,CAPA HIDRAULICA 1 2TR R1/R2,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
17245,MNG002212,MANGUEIRA HIDRAULICA 1X4 TRS,28-MANGUEIRAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
